categoria,marca,presentacion,precio,tipo_cadena,cadena,unidad_presentacion
Pastas,MATARAZZO,500.0,73.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,80.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,88.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,82.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,71.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,70.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,73.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,80.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,73.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,88.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,79.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,70.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,88.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,60.0,Supermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,44.3,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,51.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,56.0,Supermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,55.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,42.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.99,Autoservicio,Supermercados DIA,gr
Pastas,LUCCHETTI,500.0,53.0,Supermercado,Disco,gr
Pastas,LUCCHETTI,500.0,52.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,53.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,51.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,55.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,42.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.99,Supermercado,Supermercados DIA,gr
Pastas,LUCCHETTI,500.0,53.0,Supermercado,Disco,gr
Pastas,LUCCHETTI,500.0,56.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,46.7,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.99,Supermercado,Supermercados DIA,gr
Pastas,LUCCHETTI,500.0,52.0,Supermercado,Disco,gr
Pastas,LUCCHETTI,500.0,53.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,63.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,62.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,44.8,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,44.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,64.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,46.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.69,Autoservicio,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,63.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,46.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.69,Supermercado,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,64.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,55.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,58.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.69,Supermercado,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,81.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,93.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,83.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,86.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,52.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,82.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,53.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,82.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,86.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,81.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,74.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,82.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,58.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,82.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,81.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,82.0,Supermercado,Disco,gr
Pastas,LUCCHETTI,500.0,85.0,Supermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,82.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,71.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,76.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,77.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,84.5,Supermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,68.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,80.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,69.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,74.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,79.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,63.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,76.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,74.0,Supermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,77.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,84.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,63.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,84.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,74.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,79.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,63.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,44.8,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,58.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,61.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,44.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,64.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,46.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,63.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,46.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,61.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,55.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,73.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,78.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,86.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,74.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,80.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,82.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,88.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,71.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,79.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,70.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,69.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,80.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,79.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,70.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,87.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,79.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,73.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,KNORR,500.0,51.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,KNORR,500.0,66.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,KNORR,500.0,54.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,KNORR,500.0,59.0,Supermercado,Disco,gr
Pastas,KNORR,500.0,57.0,Supermercado,Disco,gr
Pastas,KNORR,500.0,79.39,Supermercado,Supermercados DIA,gr
Pastas,KNORR,500.0,59.0,Supermercado,Disco,gr
Pastas,KNORR,500.0,53.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,KNORR,500.0,79.39,Supermercado,Supermercados DIA,gr
Pastas,LUCCHETTI,500.0,52.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,60.0,Supermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,53.17,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,44.3,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,51.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,56.0,Supermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,55.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,42.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.99,Autoservicio,Supermercados DIA,gr
Pastas,LUCCHETTI,500.0,53.0,Supermercado,Disco,gr
Pastas,LUCCHETTI,500.0,52.0,Supermercado,Disco,gr
Pastas,LUCCHETTI,500.0,53.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,51.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,55.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,53.17,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,42.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.99,Supermercado,Supermercados DIA,gr
Pastas,LUCCHETTI,500.0,53.0,Supermercado,Disco,gr
Pastas,LUCCHETTI,500.0,56.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,53.17,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.99,Supermercado,Supermercados DIA,gr
Pastas,LUCCHETTI,500.0,53.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,63.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,62.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,58.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,44.4,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,64.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,44.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,61.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,46.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.69,Autoservicio,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,63.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,46.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.69,Supermercado,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,64.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.69,Supermercado,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,DON VICENTE,500.0,98.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,102.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,99.0,Supermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,104.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,80.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,92.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,108.0,Supermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,89.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,76.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,91.99,Autoservicio,Supermercados DIA,gr
Pastas,DON VICENTE,500.0,92.0,Supermercado,Disco,gr
Pastas,DON VICENTE,500.0,108.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,80.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,92.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,99.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,104.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,91.99,Supermercado,Supermercados DIA,gr
Pastas,DON VICENTE,500.0,92.0,Supermercado,Disco,gr
Pastas,DON VICENTE,500.0,108.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,80.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,92.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,98.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,76.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,91.99,Supermercado,Supermercados DIA,gr
Pastas,DON VICENTE,500.0,92.0,Supermercado,Disco,gr
Pastas,LUCCHETTI,500.0,60.0,Supermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,53.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,43.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,51.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,57.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,55.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,42.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.99,Autoservicio,Supermercados DIA,gr
Pastas,LUCCHETTI,500.0,53.0,Supermercado,Disco,gr
Pastas,LUCCHETTI,500.0,52.0,Supermercado,Disco,gr
Pastas,LUCCHETTI,500.0,52.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,53.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,55.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,50.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,42.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.99,Supermercado,Supermercados DIA,gr
Pastas,LUCCHETTI,500.0,53.0,Supermercado,Disco,gr
Pastas,LUCCHETTI,500.0,55.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,46.4,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,LUCCHETTI,500.0,52.99,Supermercado,Supermercados DIA,gr
Pastas,LUCCHETTI,500.0,53.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,63.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,62.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,58.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,44.4,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,44.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,61.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,46.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.69,Autoservicio,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,63.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,56.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,46.9,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.69,Supermercado,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,64.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,54.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,57.69,Supermercado,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,57.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,78.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,86.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,73.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,80.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,88.0,Supermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,82.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,71.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,79.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,69.99,Autoservicio,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,70.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,73.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,86.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,80.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,59.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,73.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,88.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,79.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,69.99,Supermercado,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,70.0,Supermercado,Disco,gr
Pastas,MATARAZZO,500.0,88.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,75.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,MATARAZZO,500.0,69.99,Supermercado,Supermercados DIA,gr
Pastas,MATARAZZO,500.0,70.0,Supermercado,Disco,gr
Pastas,DON VICENTE,500.0,92.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,99.0,Supermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,98.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,94.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,102.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,101.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,93.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,80.5,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,89.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,76.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,89.0,Hipermercado,Hipermercado Carrefour,gr
Pastas,DON VICENTE,500.0,80.5,Hipermercado,Hipermercado Carrefour,gr
